request_id,model_id,model_name,transcription,url
d203b5b3-7a04-48b7-b0d1-ac2c24dd87c3,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=d203b5b3-7a04-48b7-b0d1-ac2c24dd87c3
3c1c0d83-a4d3-43e1-80c8-0c22ea3ada62,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=3c1c0d83-a4d3-43e1-80c8-0c22ea3ada62
5fa2882b-99a8-4791-be81-fd4d3c0dcbf7,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=5fa2882b-99a8-4791-be81-fd4d3c0dcbf7
cc359e16-ff62-442d-8041-84fc5c040330,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=cc359e16-ff62-442d-8041-84fc5c040330
b300f8e8-fe6e-4d5f-b409-6083bd6cd194,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=b300f8e8-fe6e-4d5f-b409-6083bd6cd194
943b62d4-f6b6-459f-a219-7afb3ed74376,Resemble-AI/ChatterboxHD/speech-to-speech,Chatterboxhd Speech to Speech,,https://fal.ai/models/Resemble-AI/ChatterboxHD/speech-to-speech/playground?requestId=943b62d4-f6b6-459f-a219-7afb3ed74376
60cea6fe-d206-41d7-a9eb-ca94e179a0b0,fal-ai/whisper,Whisper Speech to Text,"Maintenant, j'ai trois fois plus d'entretiens. Teste par toi-même. Le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=60cea6fe-d206-41d7-a9eb-ca94e179a0b0
feece6ca-d32d-4529-90a3-09faa969acb4,fal-ai/veo3.1/fast/image-to-video,Veo 3.1 Fast Image to Video,,https://fal.ai/models/fal-ai/veo3.1/fast/image-to-video/playground?requestId=feece6ca-d32d-4529-90a3-09faa969acb4
f0bc54d4-dbf9-40f4-9e01-af9a3bc287f4,Resemble-AI/ChatterboxHD/speech-to-speech,Chatterboxhd Speech to Speech,,https://fal.ai/models/Resemble-AI/ChatterboxHD/speech-to-speech/playground?requestId=f0bc54d4-dbf9-40f4-9e01-af9a3bc287f4
811a3e44-86d5-4d0b-89d6-3685061c8061,fal-ai/whisper,Whisper Speech to Text,"Maintenant, j'ai trois fois plus d'entretiens. Teste par toi-même, le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=811a3e44-86d5-4d0b-89d6-3685061c8061
66feac85-e1e4-44fa-9178-5fed514be119,fal-ai/veo3.1/fast/image-to-video,Veo 3.1 Fast Image to Video,,https://fal.ai/models/fal-ai/veo3.1/fast/image-to-video/playground?requestId=66feac85-e1e4-44fa-9178-5fed514be119
33218936-b862-47b3-bbac-b561bdb74b17,fal-ai/whisper,Whisper Speech to Text,jusqu'à ce que je découvre Candyjobs qui automatise tout le processus de candidature à ma place.,https://fal.ai/models/fal-ai/whisper/playground?requestId=33218936-b862-47b3-bbac-b561bdb74b17
51d68525-6684-4b62-bab7-cecd8ab76d34,fal-ai/whisper,Whisper Speech to Text,300 candidatures ciblées en 5 minutes et j'ai triplé mes entretiens en 40 waters.,https://fal.ai/models/fal-ai/whisper/playground?requestId=51d68525-6684-4b62-bab7-cecd8ab76d34
93986ec5-f5d0-410c-af3e-b2725e3d9a32,fal-ai/whisper,Whisper Speech to Text,Le lien est en bio si ça peut vous aider aussi.,https://fal.ai/models/fal-ai/whisper/playground?requestId=93986ec5-f5d0-410c-af3e-b2725e3d9a32
2c78798a-a3f8-4598-bdc5-5353da71d142,fal-ai/whisper,Whisper Speech to Text,On passe des heures à postuler et on a cette impression horrible d'envoyer tout dans le vide.,https://fal.ai/models/fal-ai/whisper/playground?requestId=2c78798a-a3f8-4598-bdc5-5353da71d142
197589dd-ca51-4c92-b75d-c4770da7e227,fal-ai/whisper,Whisper Speech to Text,J'en avais marre d'envoyer des candidatures sur LinkedIn et Indeed pour avoir zéro réponse.,https://fal.ai/models/fal-ai/whisper/playground?requestId=197589dd-ca51-4c92-b75d-c4770da7e227
415649ec-60aa-4c3e-baf8-bbbed76c83b2,fal-ai/elevenlabs/sound-effects/v2,Elevenlabs Text to Audio,,https://fal.ai/models/fal-ai/elevenlabs/sound-effects/v2/playground?requestId=415649ec-60aa-4c3e-baf8-bbbed76c83b2
94d5cf23-5a6c-4a05-9612-051b8c9b0acb,fal-ai/elevenlabs/sound-effects/v2,Elevenlabs Text to Audio,,https://fal.ai/models/fal-ai/elevenlabs/sound-effects/v2/playground?requestId=94d5cf23-5a6c-4a05-9612-051b8c9b0acb
c7e7116b-a316-4920-8129-2a595466a29e,fal-ai/elevenlabs/sound-effects/v2,Elevenlabs Text to Audio,,https://fal.ai/models/fal-ai/elevenlabs/sound-effects/v2/playground?requestId=c7e7116b-a316-4920-8129-2a595466a29e
20f450fd-cbcb-4659-9c56-4462ee5fc0f8,fal-ai/elevenlabs/sound-effects/v2,Elevenlabs Text to Audio,,https://fal.ai/models/fal-ai/elevenlabs/sound-effects/v2/playground?requestId=20f450fd-cbcb-4659-9c56-4462ee5fc0f8
cdcfe3cf-40ba-4592-9af9-e6c2ee5dcc5a,Resemble-AI/ChatterboxHD/speech-to-speech,Chatterboxhd Speech to Speech,,https://fal.ai/models/Resemble-AI/ChatterboxHD/speech-to-speech/playground?requestId=cdcfe3cf-40ba-4592-9af9-e6c2ee5dcc5a
1db5d683-f24a-435b-8d68-bef994c85c90,Resemble-AI/ChatterboxHD/speech-to-speech,Chatterboxhd Speech to Speech,,https://fal.ai/models/Resemble-AI/ChatterboxHD/speech-to-speech/playground?requestId=1db5d683-f24a-435b-8d68-bef994c85c90
948c9a88-b761-42da-830b-c949c580b5af,fal-ai/elevenlabs/sound-effects/v2,Elevenlabs Text to Audio,,https://fal.ai/models/fal-ai/elevenlabs/sound-effects/v2/playground?requestId=948c9a88-b761-42da-830b-c949c580b5af
1a3b9d4c-2793-490e-a16c-e75921af9465,Resemble-AI/ChatterboxHD/speech-to-speech,Chatterboxhd Speech to Speech,,https://fal.ai/models/Resemble-AI/ChatterboxHD/speech-to-speech/playground?requestId=1a3b9d4c-2793-490e-a16c-e75921af9465
d714c67c-0b6c-4597-a47e-0e17e7e3c7d9,Resemble-AI/ChatterboxHD/speech-to-speech,Chatterboxhd Speech to Speech,,https://fal.ai/models/Resemble-AI/ChatterboxHD/speech-to-speech/playground?requestId=d714c67c-0b6c-4597-a47e-0e17e7e3c7d9
aacf8fef-97f0-4ec9-b3e0-b0af6808f8c3,Resemble-AI/ChatterboxHD/speech-to-speech,Chatterboxhd Speech to Speech,,https://fal.ai/models/Resemble-AI/ChatterboxHD/speech-to-speech/playground?requestId=aacf8fef-97f0-4ec9-b3e0-b0af6808f8c3
0abae1d4-ec71-475b-b3c5-59b6703748fc,fal-ai/whisper,Whisper Speech to Text,300 candidatures ciblées en 5 minutes et j'ai triplé mes entretiens en 40 waters.,https://fal.ai/models/fal-ai/whisper/playground?requestId=0abae1d4-ec71-475b-b3c5-59b6703748fc
2395eecf-ce40-4e8d-bba7-a1dc590f8b80,fal-ai/whisper,Whisper Speech to Text,On passe des heures à postuler et on a cette impression horrible d'envoyer tout dans le vide.,https://fal.ai/models/fal-ai/whisper/playground?requestId=2395eecf-ce40-4e8d-bba7-a1dc590f8b80
7a64d490-cc17-4b3d-9190-1cc38285d7b6,fal-ai/whisper,Whisper Speech to Text,J'en avais marre d'envoyer des candidatures sur LinkedIn et Indeed pour avoir zéro réponse.,https://fal.ai/models/fal-ai/whisper/playground?requestId=7a64d490-cc17-4b3d-9190-1cc38285d7b6
f3def923-e827-450c-9256-994585679943,fal-ai/whisper,Whisper Speech to Text,jusqu'à ce que je découvre Candyjobs qui automatise tout le processus de candidature à ma place.,https://fal.ai/models/fal-ai/whisper/playground?requestId=f3def923-e827-450c-9256-994585679943
8e751b9f-759f-494a-a468-f11215a48483,fal-ai/whisper,Whisper Speech to Text,Le lien est en bio si ça peut vous aider aussi.,https://fal.ai/models/fal-ai/whisper/playground?requestId=8e751b9f-759f-494a-a468-f11215a48483
8e13a680-65e6-474f-b44f-4352d5c2e2bc,fal-ai/veo3.1/fast/image-to-video,Veo 3.1 Fast Image to Video,,https://fal.ai/models/fal-ai/veo3.1/fast/image-to-video/playground?requestId=8e13a680-65e6-474f-b44f-4352d5c2e2bc
de1c4f0e-0915-40f3-91d2-52d6a0e7cb23,fal-ai/veo3.1/fast/image-to-video,Veo 3.1 Fast Image to Video,,https://fal.ai/models/fal-ai/veo3.1/fast/image-to-video/playground?requestId=de1c4f0e-0915-40f3-91d2-52d6a0e7cb23
d3c23b77-834f-4ffe-8c54-ac3d5d1431b3,fal-ai/veo3.1/fast/image-to-video,Veo 3.1 Fast Image to Video,,https://fal.ai/models/fal-ai/veo3.1/fast/image-to-video/playground?requestId=d3c23b77-834f-4ffe-8c54-ac3d5d1431b3
d4a31846-da01-4d38-8305-b0ad68a4a780,fal-ai/veo3.1/fast/image-to-video,Veo 3.1 Fast Image to Video,,https://fal.ai/models/fal-ai/veo3.1/fast/image-to-video/playground?requestId=d4a31846-da01-4d38-8305-b0ad68a4a780
9c2c1677-5000-427d-9b49-3f718b50c43f,fal-ai/veo3.1/fast/image-to-video,Veo 3.1 Fast Image to Video,,https://fal.ai/models/fal-ai/veo3.1/fast/image-to-video/playground?requestId=9c2c1677-5000-427d-9b49-3f718b50c43f
fc56c9ee-c0db-4bdf-a4c9-eac7c6b79cb4,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=fc56c9ee-c0db-4bdf-a4c9-eac7c6b79cb4
614656da-db3e-4b4d-a9c1-895868c38c05,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=614656da-db3e-4b4d-a9c1-895868c38c05
89bf85c7-2ae7-4cbe-aa1d-190cfee3b61c,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=89bf85c7-2ae7-4cbe-aa1d-190cfee3b61c
df000c61-2ef4-403a-a33f-09d3024f1a78,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=df000c61-2ef4-403a-a33f-09d3024f1a78
7769a5f6-183b-4c0a-aaac-6701bbf57d2a,fal-ai/nano-banana-pro/edit,Nano Banana Pro Image to Image,,https://fal.ai/models/fal-ai/nano-banana-pro/edit/playground?requestId=7769a5f6-183b-4c0a-aaac-6701bbf57d2a
53cc2dc9-9e74-4640-8bb4-daa3e6584d67,fal-ai/whisper,Whisper Speech to Text,"Maintenant j'ai trois fois plus d'entretien, teste par toi-même, le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=53cc2dc9-9e74-4640-8bb4-daa3e6584d67
de6c45e2-aa9e-4b49-8ca5-af62489df799,fal-ai/whisper,Whisper Speech to Text,jusqu'à ce que je découvre Candy Jobs qui envoie 300 candidatures personnalisées en 5 minutes.,https://fal.ai/models/fal-ai/whisper/playground?requestId=de6c45e2-aa9e-4b49-8ca5-af62489df799
52d6f839-a477-4d57-bc78-6b999b1d6a7a,fal-ai/whisper,Whisper Speech to Text,"Des heures à personnaliser chaque lettre de motivation et au final, zéro retour.",https://fal.ai/models/fal-ai/whisper/playground?requestId=52d6f839-a477-4d57-bc78-6b999b1d6a7a
e88a0168-8375-405c-9b61-1203f7807a7c,fal-ai/whisper,Whisper Speech to Text,J'en avais marre de passer mes journées à envoyer des candidatures pour rien.,https://fal.ai/models/fal-ai/whisper/playground?requestId=e88a0168-8375-405c-9b61-1203f7807a7c
389d5053-159b-423c-8c9f-4e84aa7f5a6a,fal-ai/whisper,Whisper Speech to Text,J'en avais marre de passer mes journées à envoyer des candidatures pour rien.,https://fal.ai/models/fal-ai/whisper/playground?requestId=389d5053-159b-423c-8c9f-4e84aa7f5a6a
2b391763-33df-4ee3-9b7e-e89fd1448102,fal-ai/whisper,Whisper Speech to Text,"Maintenant j'ai trois fois plus d'entretien, teste par toi-même, le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=2b391763-33df-4ee3-9b7e-e89fd1448102
481b6bef-2f82-4054-bf08-e3237fdbe01b,fal-ai/whisper,Whisper Speech to Text,jusqu'à ce que je découvre Candy Jobs qui envoie 300 candidatures personnalisées en 5 minutes.,https://fal.ai/models/fal-ai/whisper/playground?requestId=481b6bef-2f82-4054-bf08-e3237fdbe01b
71b7fd4e-05fd-4077-9487-1813875753ff,fal-ai/whisper,Whisper Speech to Text,"Des heures à personnaliser chaque lettre de motivation et au final, zéro retour.",https://fal.ai/models/fal-ai/whisper/playground?requestId=71b7fd4e-05fd-4077-9487-1813875753ff
4c5ac496-2f67-42dd-924e-e447c3550499,fal-ai/whisper,Whisper Speech to Text,J'en avais marre de passer mes journées à envoyer des candidatures pour rien.,https://fal.ai/models/fal-ai/whisper/playground?requestId=4c5ac496-2f67-42dd-924e-e447c3550499
70c7402b-d302-4655-b8f1-61082270e847,fal-ai/whisper,Whisper Speech to Text,"Maintenant j'ai trois fois plus d'entretien, teste par toi-même, le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=70c7402b-d302-4655-b8f1-61082270e847
210da8cd-9a6c-4004-88a5-dcccb605601a,fal-ai/whisper,Whisper Speech to Text,jusqu'à ce que je découvre Candy Jobs qui envoie 300 candidatures personnalisées en 5 minutes.,https://fal.ai/models/fal-ai/whisper/playground?requestId=210da8cd-9a6c-4004-88a5-dcccb605601a
b3c61a6d-2c0a-4aa7-967d-798fa153cf09,fal-ai/whisper,Whisper Speech to Text,"Des heures à personnaliser chaque lettre de motivation et au final, zéro retour.",https://fal.ai/models/fal-ai/whisper/playground?requestId=b3c61a6d-2c0a-4aa7-967d-798fa153cf09
153066af-3ce7-4583-b914-f0fcdfc8f2aa,fal-ai/whisper,Whisper Speech to Text,J'en avais marre de passer mes journées à envoyer des candidatures pour rien.,https://fal.ai/models/fal-ai/whisper/playground?requestId=153066af-3ce7-4583-b914-f0fcdfc8f2aa
1893aa5e-db64-4d51-a55d-009bbcd96ea1,fal-ai/whisper,Whisper Speech to Text,"Maintenant j'ai trois fois plus d'entretien, teste par toi-même, le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=1893aa5e-db64-4d51-a55d-009bbcd96ea1
fca622a1-7e65-4736-921d-b548d5eeab8a,fal-ai/whisper,Whisper Speech to Text,jusqu'à ce que je découvre Candy Jobs qui envoie 300 candidatures personnalisées en 5 minutes.,https://fal.ai/models/fal-ai/whisper/playground?requestId=fca622a1-7e65-4736-921d-b548d5eeab8a
6d5340c8-a2e9-4562-8c71-ba46c0a7f73f,fal-ai/whisper,Whisper Speech to Text,"Des heures à personnaliser chaque lettre de motivation et au final, zéro retour.",https://fal.ai/models/fal-ai/whisper/playground?requestId=6d5340c8-a2e9-4562-8c71-ba46c0a7f73f
ae8dc555-0fb5-406c-9771-2609439c2f76,fal-ai/whisper,Whisper Speech to Text,J'en avais marre de passer mes journées à envoyer des candidatures pour rien.,https://fal.ai/models/fal-ai/whisper/playground?requestId=ae8dc555-0fb5-406c-9771-2609439c2f76
c3322bfe-35a2-403b-9bbe-8b087301c7fc,fal-ai/whisper,Whisper Speech to Text,"Maintenant j'ai trois fois plus d'entretien, teste par toi-même, le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=c3322bfe-35a2-403b-9bbe-8b087301c7fc
588ee3ea-ea97-4041-8b85-a9775f56e1b1,fal-ai/whisper,Whisper Speech to Text,jusqu'à ce que je découvre Candy Jobs qui envoie 300 candidatures personnalisées en 5 minutes.,https://fal.ai/models/fal-ai/whisper/playground?requestId=588ee3ea-ea97-4041-8b85-a9775f56e1b1
0b346edb-61b8-44fa-93e7-7f8f30309e19,fal-ai/whisper,Whisper Speech to Text,"Des heures à personnaliser chaque lettre de motivation et au final, zéro retour.",https://fal.ai/models/fal-ai/whisper/playground?requestId=0b346edb-61b8-44fa-93e7-7f8f30309e19
f8dffe9a-e5e5-4c93-9035-2f1af1e48c7f,fal-ai/whisper,Whisper Speech to Text,J'en avais marre de passer mes journées à envoyer des candidatures pour rien.,https://fal.ai/models/fal-ai/whisper/playground?requestId=f8dffe9a-e5e5-4c93-9035-2f1af1e48c7f
3ddab883-ea0c-404e-b8ba-cae5ce4292f1,fal-ai/whisper,Whisper Speech to Text,"Maintenant j'ai trois fois plus d'entretien, teste par toi-même, le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=3ddab883-ea0c-404e-b8ba-cae5ce4292f1
bc47921f-7268-4a65-aec9-cc2b32cd5449,fal-ai/whisper,Whisper Speech to Text,jusqu'à ce que je découvre Candy Jobs qui envoie 300 candidatures personnalisées en 5 minutes.,https://fal.ai/models/fal-ai/whisper/playground?requestId=bc47921f-7268-4a65-aec9-cc2b32cd5449
ac726db1-2f2e-49d9-9dd3-fb56d1220038,fal-ai/whisper,Whisper Speech to Text,"Des heures à personnaliser chaque lettre de motivation et au final, zéro retour.",https://fal.ai/models/fal-ai/whisper/playground?requestId=ac726db1-2f2e-49d9-9dd3-fb56d1220038
8964e3b9-2884-4716-aa91-7a471db152f6,fal-ai/whisper,Whisper Speech to Text,J'en avais marre de passer mes journées à envoyer des candidatures pour rien.,https://fal.ai/models/fal-ai/whisper/playground?requestId=8964e3b9-2884-4716-aa91-7a471db152f6
7ed74969-bbd3-4fa8-bf91-d67586f23ab2,fal-ai/whisper,Whisper Speech to Text,"Maintenant j'ai trois fois plus d'entretien, teste par toi-même, le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=7ed74969-bbd3-4fa8-bf91-d67586f23ab2
80a7057c-dd0d-4025-93f5-6766b99f6974,fal-ai/whisper,Whisper Speech to Text,jusqu'à ce que je découvre Candy Jobs qui envoie 300 candidatures personnalisées en 5 minutes.,https://fal.ai/models/fal-ai/whisper/playground?requestId=80a7057c-dd0d-4025-93f5-6766b99f6974
1d016c41-ebcc-4c4c-8652-d737d6b8386a,fal-ai/whisper,Whisper Speech to Text,"Des heures à personnaliser chaque lettre de motivation et au final, zéro retour.",https://fal.ai/models/fal-ai/whisper/playground?requestId=1d016c41-ebcc-4c4c-8652-d737d6b8386a
4db5f42d-a864-4e9d-991a-864b28321aa7,fal-ai/whisper,Whisper Speech to Text,J'en avais marre de passer mes journées à envoyer des candidatures pour rien.,https://fal.ai/models/fal-ai/whisper/playground?requestId=4db5f42d-a864-4e9d-991a-864b28321aa7
66a74406-fb29-4591-b4e5-b7189cc11171,fal-ai/whisper,Whisper Speech to Text,"Maintenant j'ai trois fois plus d'entretien, teste par toi-même, le lien est en bio.",https://fal.ai/models/fal-ai/whisper/playground?requestId=66a74406-fb29-4591-b4e5-b7189cc11171
